"","carat","cut","color","clarity","depth","table","price","x","y","z"
"1067",0.31,"Premium","I","VS2",60.8,60,558,4.42,4.37,2.67
"2899",0.92,"Premium","F","SI2",58.1,58,3282,6.46,6.41,3.74
"635",1,"Premium","F","I1",58.9,60,2841,6.6,6.55,3.87
"4498",0.9,"Ideal","H","SI1",62.8,57,3629,6.16,6.14,3.86
"2395",0.32,"Very Good","H","VS1",62.8,55,561,4.35,4.41,2.75
"758",0.72,"Premium","E","SI1",62.1,58,2857,5.76,5.73,3.57
"2890",0.9,"Good","H","SI1",66.1,57,3282,5.94,5.99,3.94
"4580",0.92,"Premium","G","SI2",62.9,58,3650,6.21,6.15,3.89
"3106",0.72,"Ideal","D","SI1",62.2,56,3322,5.77,5.74,3.58
"1946",0.81,"Premium","G","VS2",61.2,60,3084,6,5.99,3.67
"1501",0.87,"Very Good","H","SI2",61,56,2993,6.15,6.19,3.77
"3877",0.83,"Ideal","F","SI1",62.8,56,3482,5.97,6.01,3.76
"668",0.7,"Good","F","VS2",59.1,61,2846,5.76,5.84,3.43
"895",0.7,"Premium","G","VVS2",62.9,59,2874,5.68,5.61,3.55
"4160",1.09,"Ideal","G","I1",61,56,3549,6.62,6.66,4.05
"1429",0.81,"Premium","H","VS1",62.6,58,2972,5.96,5.9,3.71
"1685",1.01,"Good","E","I1",63.8,57,3032,6.4,6.33,4.06
"3634",0.71,"Ideal","G","VS1",61.5,55,3431,5.72,5.77,3.54
"897",0.77,"Ideal","H","SI1",62.4,56,2875,5.84,5.9,3.66
"83",0.26,"Ideal","E","VVS2",62.9,58,554,4.02,4.06,2.54
"1884",0.77,"Ideal","H","VS1",61.4,55,3074,5.89,5.93,3.63
"2238",0.8,"Very Good","E","SI1",62.9,60,3146,5.87,5.89,3.7
"1954",0.7,"Good","D","VS2",63.2,60,3087,5.56,5.61,3.53
"1587",0.82,"Premium","H","VS1",62.5,59,3008,5.96,5.94,3.72
"4011",0.9,"Very Good","F","SI2",62.4,59,3519,6.12,6.16,3.83
"2106",0.9,"Good","F","SI2",63.3,57,3116,6.08,6.14,3.87
"2470",0.71,"Very Good","E","VS1",62.1,60,3192,5.65,5.71,3.53
"4458",1.01,"Good","G","SI2",63.8,56,3620,6.32,6.22,4
"3582",0.71,"Ideal","E","VS2",62,55,3421,5.72,5.77,3.56
"966",0.71,"Good","D","VS2",62.3,61,2891,5.7,5.73,3.56
"1428",0.9,"Very Good","H","SI2",63.1,60,2972,6.14,6.09,3.86
"4489",1.01,"Good","G","SI2",63.6,58,3626,6.31,6.37,4.03
"2703",0.31,"Ideal","G","VS2",60.8,56,562,4.38,4.4,2.67
"3515",0.81,"Very Good","H","VS1",62.5,57,3404,5.94,5.96,3.72
"1722",0.32,"Ideal","G","VS2",59.8,57,561,4.43,4.46,2.66
"4851",0.71,"Ideal","F","VS1",61.4,56,3710,5.75,5.78,3.54
"2482",0.81,"Premium","G","VS2",62.9,58,3193,5.94,5.88,3.72
"4219",0.9,"Very Good","F","SI2",62.7,59,3569,6.1,6.18,3.85
"855",0.72,"Ideal","F","SI1",61.5,56,2870,5.72,5.79,3.54
"1302",0.72,"Premium","D","SI1",61.4,59,2954,5.71,5.79,3.53
"438",0.7,"Ideal","H","SI1",61.5,55,2815,5.73,5.79,3.54
"971",0.71,"Ideal","G","VVS2",61.5,57,2893,5.73,5.75,3.53
"4806",0.9,"Very Good","F","SI1",63.4,57,3699,6.06,6.11,3.86
"1366",0.71,"Ideal","I","VS1",61.8,56,2965,5.68,5.72,3.52
"3346",0.73,"Ideal","H","IF",61.6,55,3378,5.8,5.82,3.58
"3620",0.78,"Very Good","F","VS2",62.2,58,3429,5.86,5.9,3.66
"4676",1,"Good","F","SI2",60.6,62,3672,6.36,6.45,3.88
"1104",0.71,"Very Good","D","SI1",61.7,56,2913,5.68,5.8,3.54
"1246",0.78,"Very Good","D","SI1",62.4,58,2945,5.86,5.9,3.67
"4702",1.13,"Ideal","H","I1",62.2,55,3678,6.65,6.69,4.15
"543",1.01,"Premium","H","SI2",61.6,61,2828,6.39,6.31,3.91
"4561",0.93,"Very Good","G","SI2",60.8,62,3644,6.29,6.34,3.84
"4536",0.76,"Very Good","F","VVS2",62.9,58,3640,5.76,5.85,3.65
"4944",0.8,"Ideal","H","VVS1",61.8,57,3732,5.93,5.89,3.65
"4163",0.92,"Premium","D","SI2",62.5,59,3550,6.24,6.2,3.89
"2650",1,"Good","J","SI2",62.7,58,3234,6.28,6.32,3.95
"1818",0.9,"Very Good","I","SI2",61.5,61,3057,6.13,6.16,3.78
"2067",0.32,"Premium","G","VS2",61.5,58,561,4.35,4.4,2.69
"3246",0.81,"Ideal","I","VS2",61.4,55,3355,6.03,6.06,3.71
"379",0.7,"Very Good","F","VS1",59.9,60,2810,5.77,5.84,3.48
"1559",0.7,"Ideal","H","VS1",61.7,55,3004,5.69,5.72,3.52
"3126",0.78,"Ideal","D","SI1",61.2,58,3326,5.92,5.95,3.63
"1455",0.71,"Ideal","G","VVS2",62.5,58,2978,5.7,5.73,3.57
"3817",0.7,"Ideal","F","VS2",61,55,3468,5.74,5.79,3.52
"988",0.79,"Ideal","D","SI1",61.5,56,2896,5.91,5.96,3.65
"2285",0.9,"Good","H","SI2",63.4,60,3160,6.03,6.08,3.84
"1266",0.7,"Ideal","E","SI1",62,56,2948,5.68,5.7,3.53
"881",0.9,"Fair","I","SI1",65.7,58,2873,6.03,6,3.95
"4358",0.83,"Very Good","F","VS1",63.3,56,3603,5.99,5.92,3.77
"1475",0.9,"Very Good","J","VS2",63.1,57,2984,6.12,6.06,3.84
"2193",0.74,"Very Good","D","SI1",61.5,59,3138,5.76,5.82,3.56
"129",0.91,"Fair","H","SI2",64.4,57,2763,6.11,6.09,3.93
"2508",1.02,"Very Good","E","I1",60.6,63,3199,6.52,6.46,3.93
"4770",1,"Good","J","SI1",61.7,62,3690,6.37,6.4,3.94
"4735",0.3,"Ideal","F","VS2",62.5,54,573,4.29,4.32,2.69
"1474",0.74,"Ideal","E","VS2",62.7,54,2984,5.8,5.77,3.63
"4078",0.31,"Good","D","SI1",63.1,57,571,4.3,4.32,2.72
"2866",0.72,"Ideal","E","VS1",62.6,55,3275,5.7,5.73,3.58
"1386",0.31,"Very Good","G","VS2",61.4,55,559,4.38,4.41,2.69
"1776",0.72,"Ideal","G","SI1",61.8,56,3048,5.7,5.76,3.55
"734",0.31,"Ideal","I","VVS1",62,54,557,4.37,4.4,2.72
"3943",0.8,"Very Good","D","SI1",62.9,60,3502,5.89,5.94,3.72
"4356",1.04,"Premium","J","SI2",62,59,3603,6.47,6.49,4.02
"2576",0.71,"Ideal","E","VS1",61.9,54,3212,5.74,5.76,3.56
"4819",0.91,"Very Good","E","SI2",62.8,61,3703,6.07,6.09,3.82
"4552",0.9,"Very Good","J","VS1",62.4,57,3643,6.13,6.18,3.84
"1073",0.31,"Premium","I","VS2",62.3,60,558,4.32,4.31,2.69
"2797",0.77,"Premium","E","VS1",60.8,56,3260,5.95,5.9,3.6
"494",0.74,"Ideal","I","VVS1",60.8,57,2822,5.85,5.89,3.57
"2223",0.7,"Ideal","H","VS2",61.2,56,3145,5.72,5.75,3.51
"454",0.71,"Ideal","E","VS2",62.7,57,2817,5.66,5.64,3.54
"4694",1,"Good","G","SI2",63.4,60,3676,6.22,6.34,3.98
"1291",0.7,"Ideal","E","VS2",61.9,58,2952,5.7,5.73,3.54
"2662",0.7,"Very Good","E","VS1",61.9,61,3235,5.59,5.65,3.48
"3336",1.01,"Ideal","F","I1",62.2,54,3377,6.42,6.44,4
"755",0.9,"Very Good","G","SI2",63.1,58,2857,6.08,6.02,3.82
"3948",0.8,"Premium","F","VS2",62.1,60,3502,5.92,5.86,3.66
"3228",0.72,"Ideal","G","VVS2",62,55,3352,5.72,5.76,3.56
"3463",0.72,"Ideal","I","VS2",61.4,56,3391,5.77,5.83,3.56
"670",0.77,"Premium","G","VS2",61.3,60,2846,5.91,5.81,3.59
"1630",0.81,"Ideal","E","SI2",61,56,3015,5.99,6.05,3.67
"3065",0.73,"Ideal","E","VS1",62.3,56,3311,5.8,5.75,3.6
"2384",0.32,"Very Good","E","SI1",62.2,58,561,4.36,4.39,2.72
"1592",0.83,"Ideal","F","SI1",62.1,57,3010,6,6.02,3.73
"1094",0.7,"Good","E","VS2",58.7,63,2912,5.69,5.73,3.35
"265",0.71,"Premium","E","SI1",61.8,59,2792,5.7,5.75,3.54
"1076",0.31,"Good","H","SI1",63.6,57,558,4.31,4.28,2.73
"4046",0.92,"Premium","I","SI1",60.7,58,3529,6.3,6.25,3.81
"3689",0.9,"Good","H","SI1",62.8,62,3447,6.05,6.09,3.81
"3396",0.32,"Ideal","I","VVS2",62.2,54.5,567,4.38,4.42,2.74
"704",0.91,"Fair","J","VS2",64.4,62,2854,6.06,6.03,3.89
"567",0.71,"Premium","F","VS1",62.2,58,2832,5.72,5.66,3.54
"4426",1.15,"Ideal","G","SI2",62.8,57,3613,6.7,6.65,4.19
"1980",0.7,"Ideal","D","VS2",62.3,55,3092,5.67,5.7,3.54
"4627",0.91,"Premium","E","SI1",62.2,58,3665,6.29,6.18,3.86
"750",0.33,"Premium","I","SI1",60.4,59,557,4.54,4.5,2.73
"2654",0.71,"Ideal","D","VS2",61.4,56,3234,5.74,5.79,3.54
"1228",0.75,"Fair","E","VS2",56,67,2940,6.18,6.08,3.43
"1044",0.61,"Ideal","E","VVS2",62.4,53.6,2907,5.42,5.45,3.39
"3134",0.73,"Ideal","E","VS2",62.2,56,3328,5.76,5.78,3.59
"1282",0.81,"Ideal","H","SI1",62.3,58,2951,5.95,5.96,3.71
"3672",0.78,"Premium","E","VS1",62.5,57,3444,5.94,5.9,3.7
"426",0.51,"Ideal","F","VVS1",62,57,2812,5.15,5.11,3.18
"3723",0.36,"Ideal","I","VS1",60.5,57,568,4.56,4.59,2.77
"1936",0.85,"Ideal","G","SI1",62,54,3084,6.08,6.11,3.78
"3422",0.9,"Very Good","I","VS2",63.2,54,3382,6.1,6.08,3.85
"2998",0.9,"Good","G","SI2",63.4,59,3303,6.04,6.08,3.84
"2012",0.71,"Ideal","E","VS2",62.2,56,3103,5.7,5.75,3.56
"2838",0.7,"Ideal","E","VS2",62.6,55,3268,5.66,5.68,3.55
"3",0.23,"Good","E","VS1",56.9,65,327,4.05,4.07,2.31
"983",0.7,"Ideal","G","VVS2",62.1,53,2895,5.71,5.75,3.56
"3187",0.71,"Ideal","E","VS2",61.1,56,3342,5.77,5.79,3.53
"973",0.7,"Very Good","H","VVS1",59.2,60,2893,5.87,5.78,3.45
"3679",0.91,"Very Good","G","SI1",63.1,63,3445,6.16,6.11,3.87
"1391",0.24,"Ideal","G","VVS1",62,55,559,4.01,4.03,2.49
"3107",0.86,"Premium","E","SI1",61.9,61,3323,6.07,5.99,3.73
"4212",0.73,"Very Good","G","VVS1",60.2,61,3567,5.83,5.89,3.53
"523",0.83,"Premium","H","SI1",60,59,2825,6.08,6.05,3.64
"577",0.8,"Ideal","H","VS2",62.8,57,2834,5.91,5.87,3.7
"3061",0.7,"Good","F","VVS1",63.3,56,3310,5.64,5.7,3.59
"4528",0.74,"Ideal","G","VS1",60.9,55,3635,5.84,5.91,3.58
"3764",1.05,"Premium","J","SI2",60.9,60,3457,6.59,6.51,3.99
"4382",0.31,"Very Good","D","SI1",62.1,58,571,4.3,4.33,2.68
"318",0.73,"Premium","F","VS2",62.7,58,2801,5.76,5.7,3.59
"2073",0.9,"Very Good","G","SI2",63.3,59,3107,6.12,6.07,3.86
"3163",0.7,"Ideal","D","VS1",62,57,3335,5.69,5.76,3.55
"392",0.32,"Premium","I","SI1",62.8,58,554,4.39,4.34,2.74
"4474",0.7,"Very Good","E","IF",63.4,58,3622,5.64,5.59,3.56
"1140",0.65,"Ideal","F","VVS2",61.3,56,2921,5.58,5.61,3.43
"224",0.75,"Very Good","D","SI2",63.1,58,2782,5.78,5.73,3.63
"3090",0.71,"Ideal","D","SI1",62.3,56,3316,5.72,5.7,3.56
"3542",1.01,"Premium","I","SI2",61.6,59,3411,6.4,6.35,3.93
"4549",0.85,"Ideal","F","VS2",62.4,57,3641,6.13,6.01,3.79
"1649",0.7,"Good","E","VS1",60.2,61,3018,5.71,5.75,3.45
"1292",0.7,"Ideal","E","VS2",62.6,57,2952,5.63,5.68,3.54
"360",0.74,"Fair","F","VS2",61.1,68,2805,5.82,5.75,3.53
"4733",0.3,"Ideal","F","VS2",61.9,56,573,4.32,4.34,2.68
"801",1.22,"Premium","E","I1",60.9,57,2862,6.93,6.88,4.21
"2410",0.72,"Ideal","D","VS2",62.8,57,3179,5.68,5.73,3.58
"4656",1.04,"Ideal","H","SI2",62,57,3669,6.53,6.43,4.02
"4246",1.01,"Very Good","G","SI2",60.8,63,3577,6.4,6.36,3.88
"1533",0.74,"Premium","E","VS1",60.9,62,2999,5.83,5.8,3.54
"2087",0.91,"Very Good","J","VS2",61.6,58,3112,6.23,6.28,3.85
"371",0.75,"Very Good","G","VS2",63.4,56,2808,5.78,5.74,3.65
"3861",0.72,"Ideal","G","VS1",61.5,57,3478,5.74,5.79,3.54
"4573",0.76,"Ideal","G","VS1",61.3,54,3648,5.88,5.94,3.62
"3302",0.9,"Very Good","F","SI2",62.6,56,3368,6.13,6.17,3.85
"771",0.9,"Fair","G","SI2",64.5,56,2858,6.06,6,3.89
"2040",0.7,"Good","D","VS1",60.4,63,3107,5.73,5.76,3.47
"4751",1,"Premium","J","VS2",62,62,3685,6.42,6.35,3.96
"281",0.72,"Premium","D","SI2",62,60,2795,5.73,5.69,3.54
"3653",0.82,"Ideal","F","SI1",61.3,55,3439,6.06,6.08,3.72
"1350",0.71,"Ideal","E","VS1",62.1,53,2963,5.76,5.73,3.57
"4982",0.93,"Very Good","G","SI2",62.7,57,3738,6.21,6.26,3.91
"1398",0.24,"Ideal","G","IF",61.6,57,559,3.99,4.02,2.46
"168",0.58,"Ideal","G","VVS1",61.5,55,2772,5.39,5.44,3.33
"2323",1.01,"Fair","H","SI2",64.5,54,3167,6.26,6.15,4
"3039",0.3,"Good","F","VS2",63.4,59,565,4.23,4.25,2.69
"4042",1,"Ideal","J","SI2",62.1,56,3528,6.41,6.34,3.96
"115",0.73,"Ideal","F","VS2",62.6,56,2762,5.77,5.74,3.6
"4942",0.58,"Ideal","D","VVS1",62.1,55,3732,5.33,5.37,3.32
"4937",1.11,"Fair","H","SI2",64.4,58,3730,6.55,6.5,4.2
"4198",1.01,"Very Good","I","SI1",63.1,58,3563,6.38,6.33,4.01
"3073",0.84,"Good","G","VS2",63.6,59,3312,5.94,5.89,3.76
"1998",1.29,"Good","I","I1",64.2,54,3098,6.93,6.83,4.42
"3648",0.93,"Premium","H","SI2",63,59,3437,6.16,6.11,3.86
"177",0.74,"Very Good","F","VS2",61.3,61,2775,5.8,5.84,3.57
"3300",0.9,"Very Good","F","SI2",62.4,57,3368,6.11,6.16,3.83
"1557",0.81,"Premium","F","SI1",61.9,58,3004,5.99,5.96,3.7
"3701",1,"Premium","E","SI2",62.9,61,3450,6.3,6.23,3.94
"2390",0.32,"Ideal","G","VS2",61.4,57,561,4.39,4.4,2.7
"1225",1.24,"Very Good","J","I1",61.9,55,2940,6.85,6.92,4.26
"3573",0.96,"Very Good","D","SI2",60.2,63,3419,6.36,6.3,3.81
"409",0.34,"Ideal","H","VS2",61.5,56,555,4.47,4.5,2.76
"3710",1,"Premium","E","SI2",58.5,59,3450,6.62,6.51,3.84
"1234",0.81,"Very Good","F","SI2",62.7,58,2942,5.92,5.95,3.72
"3356",0.8,"Very Good","G","VS1",63.5,57,3381,5.87,5.91,3.74
"4296",1.11,"Premium","D","I1",61.9,58,3589,6.63,6.66,4.11
"363",0.75,"Very Good","H","VVS1",60.6,58,2806,5.85,5.9,3.56
"3805",0.9,"Very Good","F","SI2",63.4,60,3465,6.06,6.09,3.85
"3572",0.7,"Good","E","VS1",58.4,60,3419,5.84,5.87,3.42
"1715",0.32,"Ideal","G","VS2",61.4,56,561,4.37,4.39,2.69
"1458",0.76,"Ideal","E","SI2",62.1,56,2978,5.85,5.88,3.64
"912",0.79,"Ideal","F","SI1",62.8,56,2878,5.88,5.9,3.7
"2533",0.9,"Premium","D","SI2",62.7,59,3205,6.2,6.14,3.87
"3950",0.85,"Ideal","E","SI1",62.8,56,3503,6.05,6.02,3.79
"2356",0.8,"Ideal","D","SI2",61.5,58,3173,5.97,6,3.68
"2610",0.73,"Ideal","H","VVS1",62.1,56,3220,5.75,5.8,3.59
"2959",0.8,"Ideal","H","VS1",62.6,55,3296,5.9,5.93,3.7
"2355",1.01,"Premium","G","SI2",60.1,58,3173,6.54,6.39,3.89
"4493",1,"Ideal","I","SI2",58.8,55,3629,6.53,6.46,3.82
"72",0.3,"Very Good","H","SI1",63.1,56,554,4.29,4.27,2.7
"212",0.77,"Premium","G","VS2",61.2,58,2780,5.9,5.93,3.62
"4126",0.64,"Very Good","E","VVS2",61.8,59,3541,5.51,5.53,3.41
"3415",0.31,"Ideal","F","SI1",61.2,55,568,4.37,4.4,2.68
"4857",0.71,"Ideal","F","VS1",61.5,56,3710,5.72,5.75,3.52
"2885",1.01,"Fair","I","SI1",65.5,58,3280,6.28,6.24,4.1
"2900",0.92,"Premium","F","SI2",58.9,59,3282,6.38,6.35,3.75
"1753",0.71,"Ideal","G","VVS2",62.5,57,3042,5.73,5.7,3.57
"3601",0.71,"Very Good","G","VS1",62,53,3425,5.72,5.76,3.56
"2425",0.92,"Ideal","J","SI1",61.7,57,3181,6.21,6.26,3.85
"3923",0.74,"Very Good","E","SI1",59.9,56,3497,5.89,5.93,3.54
"2452",0.85,"Ideal","E","SI2",62.8,57,3189,6.06,6.01,3.79
"4013",0.9,"Good","F","SI2",63.1,56,3519,6.12,6.18,3.88
"2602",0.72,"Very Good","F","VS1",63.3,57,3219,5.68,5.75,3.62
"1875",0.79,"Very Good","F","SI1",58.5,61,3073,6.03,6.08,3.54
"4203",1.01,"Premium","F","SI2",60.2,61,3563,6.49,6.43,3.89
"3138",1.27,"Ideal","I","I1",62.3,56,3328,6.91,6.86,4.29
"4957",0.9,"Good","G","SI1",63.8,59,3734,6.05,6.08,3.87
"82",0.26,"Very Good","D","VVS1",62.1,60,554,4.03,4.12,2.53
"4901",0.9,"Ideal","G","SI2",61.5,57,3722,6.07,6.19,3.77
"2167",0.82,"Ideal","E","SI2",62.6,55,3131,5.94,5.98,3.73
"3884",1.01,"Good","I","VS1",64.2,60,3484,6.35,6.27,4.05
"3592",0.91,"Premium","H","SI2",62.7,58,3423,6.14,6.17,3.86
"3774",0.82,"Very Good","G","VS1",63.3,56,3460,5.96,5.98,3.78
"1625",1.01,"Premium","G","I1",61.1,61,3014,6.49,6.35,3.92
"3860",0.72,"Ideal","G","VS1",60.3,57,3478,5.82,5.86,3.52
"669",0.77,"Premium","E","SI1",62.9,59,2846,5.84,5.79,3.66
"4766",0.72,"Premium","F","VVS1",62.8,58,3689,5.75,5.68,3.59
"2943",0.8,"Very Good","E","SI1",63.1,57,3293,5.94,5.86,3.72
"4313",0.9,"Very Good","H","SI1",62.3,58,3595,6.16,6.19,3.85
"2571",0.73,"Ideal","F","VS1",62.6,56,3211,5.73,5.71,3.58
"4894",0.73,"Very Good","F","VVS1",60.6,56,3720,5.79,5.83,3.52
"268",0.7,"Premium","F","VS1",60.7,60,2792,5.78,5.75,3.5
"4272",0.71,"Good","G","IF",57.8,62,3583,5.82,5.95,3.4
"530",0.9,"Premium","I","SI2",62.2,59,2826,6.11,6.07,3.79
"390",0.7,"Very Good","F","VS2",61.7,58,2812,5.63,5.69,3.49
"3880",0.9,"Very Good","I","VS1",63.2,57,3484,6.1,6.05,3.84
"2239",0.81,"Ideal","F","SI1",61.2,57,3146,6,6.05,3.69
"1486",0.77,"Premium","E","SI1",61.7,58,2988,5.86,5.9,3.63
"3937",0.93,"Good","H","VS1",59.1,64,3500,6.36,6.27,3.73
"141",0.71,"Premium","G","VS2",60.9,57,2766,5.78,5.75,3.51
"4534",1.14,"Good","I","SI1",63.9,58,3639,6.64,6.6,4.23
"3020",0.71,"Ideal","G","VVS2",61.3,56,3307,5.75,5.77,3.53
"994",0.6,"Very Good","D","VVS2",60.6,57,2897,5.48,5.51,3.33
"1401",0.32,"Ideal","G","VS1",61.8,55,559,4.42,4.45,2.74
"765",0.71,"Very Good","E","VS2",63.5,59,2858,5.68,5.59,3.58
"3523",1,"Premium","F","I1",62.4,59,3405,6.38,6.34,3.97
"643",0.7,"Very Good","E","VS2",62.7,58,2843,5.65,5.67,3.55
"3615",1.05,"Ideal","I","VS2",62.2,56,3428,6.52,6.5,4.05
"1454",0.54,"Ideal","F","VVS1",61.6,55,2977,5.28,5.27,3.25
"1643",1.12,"Very Good","G","I1",61.2,63,3017,6.68,6.59,4.05
"2765",0.82,"Ideal","F","SI1",62.6,56,3251,5.95,5.99,3.74
"425",0.73,"Premium","E","VS2",58.6,60,2812,5.92,5.89,3.46
"97",0.7,"Good","F","VS1",59.4,62,2759,5.71,5.76,3.4
"4357",0.8,"Very Good","F","VS1",63.8,55,3603,5.84,5.89,3.74
"2562",0.71,"Ideal","G","VVS1",62.6,56,3210,5.65,5.69,3.55
"3429",0.71,"Premium","H","IF",60.2,61,3384,5.8,5.76,3.48
"3911",0.54,"Ideal","D","VVS1",61.2,57,3494,5.25,5.27,3.22
"3309",0.73,"Very Good","E","VS1",60.9,61,3370,5.79,5.81,3.53
"4291",0.9,"Ideal","J","VS1",61.6,55,3587,6.24,6.27,3.85
"194",0.7,"Premium","E","SI1",60,59,2777,5.79,5.75,3.46
"3957",1.2,"Ideal","I","I1",61.9,56,3505,6.82,6.85,4.23
"3791",0.91,"Very Good","D","SI2",62,62,3463,6.16,6.25,3.85
"3395",0.27,"Very Good","F","IF",59.4,61,567,4.23,4.26,2.52
"1650",1.02,"Very Good","F","SI2",63.3,56,3018,6.38,6.31,4.02
"185",0.72,"Good","G","VS2",59.7,60.5,2776,5.8,5.84,3.47
"1595",0.8,"Ideal","D","SI1",62.2,57,3011,5.89,5.85,3.65
"1198",0.71,"Ideal","D","SI2",62,54,2934,5.77,5.74,3.57
"4930",1.11,"Very Good","J","VS2",63.2,59,3730,6.55,6.46,4.11
"1585",0.61,"Ideal","G","VVS1",61.2,56,3008,5.46,5.48,3.35
"1331",0.72,"Ideal","G","VS2",61.3,56,2960,5.77,5.81,3.55
"3318",0.87,"Ideal","H","VS2",62.3,57,3372,6.08,6.12,3.8
"3692",0.9,"Very Good","H","SI1",58.7,59,3447,6.3,6.35,3.71
"2001",0.94,"Premium","G","SI2",63,59,3099,6.16,6.1,3.86
"4521",1,"Premium","G","SI1",60.1,61,3634,6.44,6.4,3.86
"455",0.71,"Premium","E","VS2",62.3,58,2817,5.69,5.65,3.53
"961",0.71,"Very Good","E","VS2",61.2,58,2891,5.71,5.79,3.52
"4164",0.75,"Very Good","F","VVS2",61.1,55,3551,5.85,5.9,3.59
"3282",0.91,"Premium","G","SI2",61.3,60,3363,6.2,6.17,3.79
"4460",0.91,"Premium","I","VS1",59.5,62,3620,6.3,6.24,3.73
"1822",0.9,"Good","I","SI2",60.7,58,3057,6.17,6.21,3.76
"2590",0.71,"Ideal","D","VS2",62.5,55,3217,5.71,5.74,3.58
"3483",0.79,"Very Good","F","VS1",58.6,57,3398,6.08,6.14,3.58
"3872",0.9,"Very Good","H","SI2",61.2,57,3481,6.21,6.27,3.82
"1679",0.77,"Good","H","VVS2",57.9,61,3027,6.07,6.01,3.5
"394",0.32,"Premium","I","SI1",61,59,554,4.39,4.36,2.67
"2726",0.36,"Ideal","G","SI2",61.8,56,565,4.58,4.61,2.84
"3247",0.96,"Premium","G","SI1",62,57,3355,6.34,6.31,3.92
"372",0.58,"Ideal","E","VVS2",60.9,56,2808,5.41,5.43,3.3
"1308",0.74,"Very Good","H","VS1",61.4,56,2956,5.81,5.84,3.57
"2674",0.71,"Ideal","E","VS1",62.7,57,3238,5.66,5.69,3.56
"3276",0.51,"Premium","F","SI1",62.7,62,3360,5.09,4.96,3.15
"3989",0.82,"Ideal","F","VS2",61.9,57,3514,5.96,5.99,3.7
"2069",0.32,"Premium","G","VS2",61.5,60,561,4.4,4.42,2.71
"2466",0.71,"Ideal","E","VS2",62,57,3191,5.71,5.74,3.55
"3202",0.78,"Ideal","E","SI1",61.6,56,3345,5.94,6,3.68
"3726",0.36,"Ideal","I","VS1",62.1,56,568,4.55,4.59,2.84
"4447",0.91,"Very Good","I","VVS2",63.5,59,3618,6.1,6.06,3.86
"245",0.76,"Good","E","SI1",63.7,54,2789,5.76,5.85,3.7
"2184",1,"Fair","E","SI2",67,53,3136,6.19,6.13,4.13
"1522",0.72,"Ideal","H","VS1",61.4,56,2998,5.79,5.81,3.56
"3670",1.03,"Premium","F","I1",62.3,59,3444,6.42,6.46,4.01
"4928",1.03,"Very Good","J","SI2",58,60,3729,6.64,6.67,3.86
"509",0.7,"Premium","F","VS2",60.6,58,2822,5.8,5.72,3.49
"3091",0.93,"Premium","F","SI2",61.3,62,3317,6.26,6.17,3.81
"1021",0.71,"Premium","E","VS2",59.6,60,2902,5.85,5.8,3.47
"325",1,"Premium","J","SI2",62.3,58,2801,6.45,6.34,3.98
"4056",0.35,"Ideal","I","VS1",62.1,54,571,4.54,4.57,2.83
"682",0.75,"Ideal","J","SI1",61.5,56,2850,5.83,5.87,3.6
"2804",0.71,"Ideal","D","SI1",60.9,57,3262,5.75,5.79,3.51
"4874",1.02,"Premium","H","SI2",60.8,58,3713,6.48,6.45,3.93
"87",0.24,"Premium","H","VVS1",61.2,58,554,4.01,3.96,2.44
"2257",0.77,"Very Good","H","VS1",62.2,57,3152,5.81,5.86,3.63
"374",0.81,"Very Good","F","SI1",63.1,59,2809,5.85,5.79,3.67
"4461",1.01,"Premium","H","SI2",60.1,58,3620,6.55,6.52,3.93
"1819",0.92,"Very Good","D","SI2",60.2,61,3057,6.27,6.32,3.79
"2540",0.72,"Premium","D","VS2",60.6,57,3205,5.82,5.79,3.52
"3489",0.9,"Good","I","VS2",62.5,59,3398,6.06,6.13,3.81
"874",0.74,"Ideal","E","SI1",62.3,58,2872,5.74,5.78,3.59
"1986",0.7,"Very Good","E","VS1",63.4,57,3095,5.63,5.67,3.58
"1937",0.75,"Good","E","VS2",62.6,58,3084,5.73,5.78,3.6
"3170",0.61,"Very Good","E","IF",61.7,58,3337,5.39,5.47,3.35
"3088",0.74,"Ideal","E","VS2",61.7,56,3315,5.86,5.81,3.6
"3590",0.91,"Good","F","SI1",64,57,3423,6.08,6.17,3.92
"3828",0.7,"Ideal","D","SI1",61.8,55,3471,5.72,5.74,3.54
"4112",0.9,"Fair","H","VS2",64.8,58,3538,6.07,6.03,3.92
"2376",0.32,"Very Good","H","VS1",63,55,561,4.4,4.42,2.78
"2254",0.75,"Ideal","E","VS2",61.7,56,3150,5.86,5.84,3.61
"737",0.31,"Ideal","G","VS2",62.2,53.6,557,4.32,4.35,2.7
"4595",0.9,"Very Good","I","VS1",63.3,58,3656,6.07,6.1,3.85
"1095",0.73,"Good","E","VS2",63.2,56,2912,5.75,5.76,3.64
"172",0.7,"Premium","D","VS2",58,62,2773,5.87,5.78,3.38
"2736",0.7,"Ideal","G","VVS1",62.6,57,3247,5.65,5.7,3.55
"2325",1.08,"Ideal","F","I1",61.8,56,3168,6.64,6.62,4.1
"4947",1.01,"Ideal","F","SI2",62.4,56,3733,6.44,6.38,4
"4750",0.84,"Ideal","D","SI1",62.4,57,3685,6.03,6.08,3.78
"2510",0.7,"Ideal","D","SI1",61.7,57,3199,5.76,5.73,3.54
"711",1.03,"Good","J","SI1",63.6,57,2855,6.38,6.29,4.03
